rental_id,rental_date,return_date,customer_lastname,store_id,rental_store_city,film_title,film_rental_duration,film_rental_rate,film_replacement_cost,film_rating,have_coherence
12053,2005-08-17 20:57:27,2005-08-20 19:51:27,BARRETT,2,Woodridge,WHISPERER GIANT,4,4.99,24.99,PG-13,True
12054,2005-08-17 20:59:56,2005-08-23 19:57:56,MORRIS,2,Woodridge,SPICE SORORITY,5,4.99,22.99,NC-17,True
12055,2005-08-17 21:02:19,2005-08-18 15:24:19,GREEN,1,Lethbridge,FLINTSTONES HAPPINESS,3,4.99,11.99,PG-13,True
12056,2005-08-17 21:03:48,2005-08-21 22:42:48,BOSTIC,2,Woodridge,DOORS PRESIDENT,3,4.99,22.99,PG-13,True
12057,2005-08-17 21:04:35,2005-08-25 00:17:35,HOPKINS,2,Woodridge,HEARTBREAKERS BRIGHT,3,4.99,9.99,G,True
12058,2005-08-17 21:07:41,2005-08-26 16:07:41,ASHER,2,Woodridge,LOSER HUSTLER,5,4.99,28.99,PG,True
12059,2005-08-17 21:09:23,2005-08-25 23:09:23,CAUSEY,1,Lethbridge,TOMATOES HELLFIGHTERS,6,0.99,23.99,PG,True
12060,2005-08-17 21:11:57,2005-08-21 01:42:57,STEVENS,1,Lethbridge,LIAISONS SWEET,5,4.99,15.99,PG,True
12061,2005-08-17 21:13:35,2005-08-22 19:18:35,RENNER,1,Lethbridge,ANYTHING SAVANNAH,4,2.99,27.99,R,True
12062,2005-08-17 21:24:47,2005-08-20 20:35:47,SHELLEY,1,Lethbridge,GUNFIGHTER MUSSOLINI,3,2.99,9.99,PG-13,True
12063,2005-08-17 21:24:48,2005-08-23 22:10:48,BROWNLEE,2,Woodridge,DREAM PICKUP,6,2.99,18.99,PG,True
12064,2006-02-14 15:16:03,2005-08-01 19:45:29,GREGORY,2,Woodridge,BERETS AGENT,5,2.99,24.99,PG-13,False
12065,2005-08-17 21:31:46,2005-08-26 02:26:46,BENNETT,1,Lethbridge,SIERRA DIVIDE,3,0.99,12.99,NC-17,True
12066,2006-02-14 15:16:03,2005-08-01 19:45:29,WADE,1,Lethbridge,LUST LOCK,3,2.99,28.99,G,False
12067,2005-08-17 21:36:47,2005-08-22 01:10:47,TROUTMAN,1,Lethbridge,HUMAN GRAFFITI,3,2.99,22.99,NC-17,True
12068,2005-08-17 21:37:08,2005-08-26 00:10:08,MORRELL,2,Woodridge,VIETNAM SMOOCHY,7,0.99,27.99,PG-13,True
12069,2005-08-17 21:39:40,2005-08-22 01:12:40,KAHN,2,Woodridge,CHARADE DUFFEL,3,2.99,21.99,PG,True
12070,2005-08-17 21:46:47,2005-08-22 22:59:47,STONE,1,Lethbridge,FACTORY DRAGON,4,0.99,9.99,PG-13,True
12071,2005-08-17 21:49:14,2005-08-22 18:20:14,RHOADS,1,Lethbridge,HEARTBREAKERS BRIGHT,3,4.99,9.99,G,True
12072,2005-08-17 21:50:25,2005-08-25 22:36:25,RIVERA,2,Woodridge,AUTUMN CROW,3,4.99,13.99,G,True
12073,2005-08-17 21:50:39,2005-08-21 02:59:39,RAY,2,Woodridge,OTHERS SOUP,7,2.99,18.99,PG,True
12074,2005-08-17 21:50:57,2005-08-20 00:58:57,ESTEP,2,Woodridge,CLEOPATRA DEVIL,6,0.99,26.99,PG-13,True
12075,2005-08-17 21:54:55,2005-08-23 23:04:55,WEBB,1,Lethbridge,POSEIDON FOREVER,6,4.99,29.99,PG-13,True
12076,2005-08-17 21:58:19,2005-08-20 22:10:19,PENA,2,Woodridge,VALENTINE VANISHING,7,0.99,9.99,PG-13,True
12077,2005-08-17 21:59:14,2005-08-22 03:23:14,BROWNLEE,1,Lethbridge,SHAWSHANK BUBBLE,6,4.99,20.99,PG,True
12078,2005-08-17 22:00:22,2005-08-24 02:54:22,KENNEDY,1,Lethbridge,CIDER DESIRE,7,2.99,9.99,PG,True
12079,2005-08-17 22:04:17,2005-08-24 20:22:17,GEORGE,2,Woodridge,CHEAPER CLYDE,6,0.99,23.99,G,True
12080,2005-08-17 22:08:04,2005-08-19 22:55:04,BROTHERS,1,Lethbridge,FOOL MOCKINGBIRD,3,4.99,24.99,PG,True
12081,2005-08-17 22:10:46,2005-08-22 22:37:46,DUGGAN,1,Lethbridge,CHANCE RESURRECTION,3,2.99,22.99,R,True
12082,2005-08-17 22:13:15,2005-08-24 18:30:15,SOUTH,2,Woodridge,RUSH GOODFELLAS,3,0.99,20.99,PG,True
12083,2005-08-17 22:13:37,2005-08-19 19:01:37,GILLETTE,1,Lethbridge,HORN WORKING,4,2.99,23.99,PG,True
12084,2005-08-17 22:16:49,2005-08-24 17:42:49,BAILEY,1,Lethbridge,MONTEZUMA COMMAND,6,0.99,22.99,NC-17,True
12085,2005-08-17 22:17:09,2005-08-21 01:45:09,WRIGHT,1,Lethbridge,CENTER DINOSAUR,5,4.99,12.99,PG,True
12086,2005-08-17 22:20:01,2005-08-26 02:14:01,RAMOS,1,Lethbridge,SUNDANCE INVASION,5,0.99,21.99,NC-17,True
12087,2005-08-17 22:20:12,2005-08-20 02:11:12,SHAW,2,Woodridge,BILL OTHERS,6,2.99,12.99,PG,True
12088,2005-08-17 22:20:16,2005-08-25 23:30:16,MADRIGAL,2,Woodridge,GRINCH MASSAGE,7,4.99,25.99,R,True
12089,2005-08-17 22:20:29,2005-08-24 02:12:29,BREAUX,1,Lethbridge,CHICAGO NORTH,6,4.99,11.99,PG-13,True
12090,2005-08-17 22:21:43,2005-08-20 23:53:43,GAMEZ,2,Woodridge,ROOTS REMEMBER,4,0.99,23.99,PG-13,True
12091,2005-08-17 22:22:50,2005-08-27 03:55:50,LOMBARDI,1,Lethbridge,INTRIGUE WORST,6,0.99,10.99,G,True
12092,2005-08-17 22:28:15,2005-08-18 16:46:15,GONZALEZ,1,Lethbridge,SUNDANCE INVASION,5,0.99,21.99,NC-17,True
12093,2005-08-17 22:28:40,2005-08-22 02:05:40,REYES,1,Lethbridge,BADMAN DAWN,6,2.99,22.99,R,True
12094,2005-08-17 22:31:04,2005-08-23 22:45:04,HUNTER,1,Lethbridge,DISTURBING SCARFACE,6,2.99,27.99,R,True
12095,2005-08-17 22:32:37,2005-08-20 04:00:37,CAMPBELL,1,Lethbridge,DOORS PRESIDENT,3,4.99,22.99,NC-17,True
12096,2005-08-17 22:32:50,2005-08-25 03:33:50,POWER,2,Woodridge,ALABAMA DEVIL,3,2.99,21.99,PG-13,True
12097,2005-08-17 22:35:24,2005-08-18 20:31:24,BUNN,1,Lethbridge,TOURIST PELICAN,4,4.99,18.99,PG-13,True
12098,2005-08-17 22:38:31,2005-08-20 01:56:31,NOLAND,1,Lethbridge,CANDLES GRAPES,6,4.99,15.99,NC-17,True
12099,2005-08-17 22:38:54,2005-08-18 21:29:54,SIMS,2,Woodridge,GREEDY ROOTS,7,0.99,14.99,R,True
12100,2005-08-17 22:41:10,2005-08-24 21:31:10,GAMEZ,2,Woodridge,VOYAGE LEGALLY,6,0.99,28.99,PG-13,True
12101,2006-02-14 15:16:03,2005-08-01 19:45:29,HITE,2,Woodridge,FROST HEAD,5,0.99,13.99,PG,False
12102,2005-08-17 22:45:26,2005-08-24 01:47:26,DOUGLASS,1,Lethbridge,USUAL UNTOUCHABLES,5,4.99,21.99,PG-13,True
12103,2005-08-17 22:49:09,2005-08-24 21:53:09,NICHOLS,2,Woodridge,VOYAGE LEGALLY,6,0.99,28.99,PG-13,True
12104,2005-08-17 22:53:00,2005-08-23 19:49:00,MARTIN,2,Woodridge,WRONG BEHAVIOR,6,2.99,10.99,PG-13,True
12105,2005-08-17 22:54:45,2005-08-21 00:33:45,HEATON,2,Woodridge,NIGHTMARE CHILL,3,4.99,20.99,PG-13,True
12106,2005-08-17 22:55:32,2005-08-19 23:55:32,GANDY,1,Lethbridge,RAGE GAMES,4,4.99,18.99,R,True
12107,2005-08-17 22:56:24,2005-08-24 19:36:24,REYES,2,Woodridge,DIVIDE MONSTER,6,2.99,20.99,PG-13,True
12108,2005-08-17 22:56:39,2005-08-26 19:37:39,CASTILLO,1,Lethbridge,GOLDFINGER SENSIBILITY,3,0.99,29.99,G,True
12109,2005-08-17 22:58:35,2005-08-25 19:44:35,FORTIER,2,Woodridge,FICTION CHRISTMAS,4,0.99,14.99,PG,True
12110,2005-08-17 22:59:46,2005-08-23 17:51:46,BENNER,2,Woodridge,PANKY SUBMARINE,4,4.99,19.99,PG-13,True
12111,2005-08-17 22:59:55,2005-08-22 19:33:55,BAUGH,2,Woodridge,OPERATION OPERATION,7,2.99,23.99,G,True
12112,2005-08-17 23:00:31,2005-08-25 02:05:31,MCCARTER,2,Woodridge,VANILLA DAY,7,4.99,20.99,NC-17,True
12113,2005-08-17 23:01:00,2005-08-25 03:57:00,CAUSEY,1,Lethbridge,MOON BUNCH,7,0.99,20.99,PG-13,True
12114,2005-08-17 23:02:00,2005-08-26 18:02:00,HOWARD,2,Woodridge,FELLOWSHIP AUTUMN,6,4.99,9.99,NC-17,True
12115,2005-08-17 23:04:15,2005-08-20 22:25:15,GAVIN,1,Lethbridge,EDGE KISSING,5,4.99,9.99,NC-17,True
12116,2006-02-14 15:16:03,2005-08-01 19:45:29,ARCHULETA,2,Woodridge,PIANIST OUTFIELD,6,0.99,25.99,NC-17,False
12117,2005-08-17 23:11:12,2005-08-22 23:56:12,SATTERFIELD,1,Lethbridge,TOWERS HURRICANE,7,0.99,14.99,NC-17,True
12118,2005-08-17 23:14:25,2005-08-26 22:26:25,FLORES,2,Woodridge,ARABIA DOGMA,6,0.99,29.99,NC-17,True
12119,2005-08-17 23:16:44,2005-08-20 02:13:44,MCADAMS,2,Woodridge,VANISHING ROCKY,3,2.99,20.99,NC-17,True
12120,2005-08-17 23:16:46,2005-08-19 00:11:46,MAHAN,2,Woodridge,OPUS ICE,5,4.99,20.99,R,True
12121,2005-08-17 23:20:40,2005-08-22 21:30:40,GRAY,1,Lethbridge,RUN PACIFIC,3,0.99,25.99,PG-13,True
12122,2005-08-17 23:20:45,2005-08-25 04:23:45,SELBY,2,Woodridge,TEEN APOLLO,3,4.99,25.99,G,True
12123,2005-08-17 23:22:18,2005-08-19 23:36:18,SLEDGE,2,Woodridge,BLADE POLISH,5,0.99,10.99,PG-13,True
12124,2005-08-17 23:22:46,2005-08-21 01:40:46,RODRIGUEZ,2,Woodridge,HURRICANE AFFAIR,6,2.99,11.99,PG,True
12125,2005-08-17 23:24:25,2005-08-25 03:08:25,BOX,1,Lethbridge,ANONYMOUS HUMAN,7,0.99,12.99,NC-17,True
12126,2005-08-17 23:25:21,2005-08-23 21:51:21,SILVERMAN,1,Lethbridge,KISSING DOLLS,3,4.99,9.99,PG-13,True
12127,2006-02-14 15:16:03,2005-08-01 19:45:29,VANHORN,1,Lethbridge,TUXEDO MILE,3,2.99,24.99,R,False
12128,2005-08-17 23:31:09,2005-08-24 05:07:09,PULLEN,2,Woodridge,JINGLE SAGEBRUSH,6,4.99,29.99,PG-13,True
12129,2005-08-17 23:31:25,2005-08-26 19:10:25,RICE,1,Lethbridge,CUPBOARD SINNERS,4,2.99,29.99,PG-13,True
12130,2006-02-14 15:16:03,2005-08-01 19:45:29,NOE,1,Lethbridge,FALCON VOLUME,5,4.99,21.99,PG-13,False
12131,2005-08-17 23:34:16,2005-08-26 01:18:16,CLARK,2,Woodridge,ROMAN PUNK,7,0.99,20.99,NC-17,True
12132,2005-08-17 23:37:03,2005-08-22 04:53:03,WAY,2,Woodridge,METAL ARMAGEDDON,6,2.99,26.99,PG-13,True
12133,2005-08-17 23:47:16,2005-08-19 03:46:16,CRAWFORD,1,Lethbridge,HOMEWARD CIDER,5,0.99,19.99,R,True
12134,2005-08-17 23:49:43,2005-08-21 21:00:43,CRAIG,2,Woodridge,MODERN DORADO,3,0.99,20.99,PG-13,True
12135,2005-08-17 23:50:24,2005-08-23 18:01:24,BOUDREAU,2,Woodridge,DETECTIVE VISION,4,0.99,16.99,PG-13,True
12136,2005-08-17 23:51:30,2005-08-23 01:35:30,MEEHAN,2,Woodridge,SUGAR WONKA,3,4.99,20.99,PG,True
12137,2005-08-17 23:52:26,2005-08-27 00:19:26,WEST,1,Lethbridge,SHRUNK DIVINE,6,2.99,14.99,R,True
12138,2005-08-17 23:55:54,2005-08-26 23:32:54,BAUGH,1,Lethbridge,BOOGIE AMELIE,6,4.99,11.99,R,True
12139,2005-08-17 23:57:13,2005-08-24 19:13:13,MARTINO,2,Woodridge,FRENCH HOLIDAY,5,4.99,22.99,PG,True
12140,2005-08-17 23:57:55,2005-08-21 20:09:55,MURRELL,1,Lethbridge,BILL OTHERS,6,2.99,12.99,PG,True
12141,2006-02-14 15:16:03,2005-08-01 19:45:29,MYERS,1,Lethbridge,CLUB GRAFFITI,4,0.99,12.99,PG-13,False
12142,2005-08-18 00:04:12,2005-08-24 01:24:12,LEONE,1,Lethbridge,SONS INTERVIEW,3,2.99,11.99,NC-17,True
12143,2005-08-18 00:06:26,2005-08-24 02:45:26,MCDONALD,1,Lethbridge,NOVOCAINE FLIGHT,4,0.99,11.99,G,True
12144,2006-02-14 15:16:03,2005-08-01 19:45:29,STANFIELD,1,Lethbridge,CAMELOT VACATION,3,0.99,26.99,NC-17,False
12145,2005-08-18 00:10:04,2005-08-26 00:51:04,BROWN,2,Woodridge,SATISFACTION CONFIDENTIAL,3,4.99,26.99,PG-13,True
12146,2005-08-18 00:10:04,2005-08-25 19:18:04,TOMLIN,1,Lethbridge,STAMPEDE DISTURBING,5,0.99,26.99,R,True
12147,2005-08-18 00:10:20,2005-08-23 20:36:20,MITCHELL,2,Woodridge,CLASH FREDDY,6,2.99,12.99,PG-13,True
12148,2005-08-18 00:13:15,2005-08-20 01:27:15,SILVA,2,Woodridge,LOATHING LEGALLY,4,0.99,29.99,R,True
12149,2005-08-18 00:13:51,2005-08-26 19:47:51,JIMENEZ,2,Woodridge,SLIPPER FIDELITY,5,0.99,14.99,PG-13,True
12150,2005-08-18 00:13:55,2005-08-20 23:35:55,LOMBARDI,2,Woodridge,SPIKING ELEMENT,7,2.99,20.99,G,True
12151,2005-08-18 00:14:03,2005-08-18 23:52:03,JONES,2,Woodridge,HOOSIERS BIRDCAGE,3,2.99,12.99,G,True
12152,2005-08-18 00:21:35,2005-08-22 02:51:35,GOOCH,2,Woodridge,NAME DETECTIVE,5,4.99,11.99,PG-13,True
12153,2005-08-18 00:22:30,2005-08-23 04:13:30,SCHILLING,1,Lethbridge,STRICTLY SCARFACE,3,2.99,24.99,PG-13,True
12154,2005-08-18 00:23:56,2005-08-21 00:31:56,SPENCER,2,Woodridge,MADRE GABLES,7,2.99,20.99,PG-13,True
12155,2005-08-18 00:24:30,2005-08-18 19:12:30,GOODEN,1,Lethbridge,IDAHO LOVE,3,2.99,25.99,PG-13,True
12156,2005-08-18 00:27:33,2005-08-26 01:43:33,RICHARDS,2,Woodridge,REDEMPTION COMFORTS,3,2.99,20.99,NC-17,True
12157,2005-08-18 00:33:45,2005-08-22 19:33:45,GARDINER,1,Lethbridge,KNOCK WARLOCK,4,2.99,21.99,PG-13,True
12158,2005-08-18 00:34:20,2005-08-22 20:10:20,RODRIQUEZ,1,Lethbridge,TOOTSIE PILOT,3,0.99,10.99,PG,True
12159,2005-08-18 00:36:09,2005-08-27 06:31:09,WALLACE,2,Woodridge,JERSEY SASSY,6,4.99,16.99,PG-13,True
12160,2005-08-18 00:37:59,2005-08-19 20:51:59,DEVORE,2,Woodridge,EXORCIST STING,6,2.99,20.99,G,True
12161,2005-08-18 00:41:46,2005-08-26 22:59:46,HIDALGO,1,Lethbridge,LOLITA WORLD,4,2.99,25.99,PG-13,True
12162,2005-08-18 00:44:30,2005-08-25 03:34:30,GREGORY,1,Lethbridge,MONSTER SPARTACUS,6,2.99,28.99,PG-13,True
12163,2005-08-18 00:46:01,2005-08-22 06:16:01,WILES,1,Lethbridge,EYES DRIVING,4,2.99,13.99,PG-13,True
12164,2005-08-18 00:46:38,2005-08-19 04:38:38,STANFIELD,1,Lethbridge,STEEL SANTA,4,4.99,15.99,NC-17,True
12165,2005-08-18 00:53:37,2005-08-27 00:09:37,LEE,2,Woodridge,TURN STAR,3,2.99,10.99,G,True
12166,2005-08-18 00:57:06,2005-08-26 03:13:06,RUIZ,2,Woodridge,SHOW LORD,3,4.99,20.99,PG-13,True
12167,2005-08-18 01:00:02,2005-08-21 00:04:02,GILMAN,1,Lethbridge,PICKUP DRIVING,3,2.99,23.99,G,True
12168,2005-08-18 01:03:52,2005-08-18 20:19:52,ELROD,2,Woodridge,NOON PAPI,5,2.99,12.99,G,True
12169,2005-08-18 01:05:54,2005-08-24 02:16:54,MAHAN,1,Lethbridge,KARATE MOON,4,0.99,21.99,PG-13,True
12170,2005-08-18 01:06:10,2005-08-25 02:40:10,RODRIQUEZ,2,Woodridge,DRACULA CRYSTAL,7,0.99,26.99,G,True
12171,2005-08-18 01:06:13,2005-08-22 19:39:13,GAVIN,1,Lethbridge,BROOKLYN DESERT,7,4.99,21.99,PG-13,True
12172,2005-08-18 01:07:00,2005-08-22 21:01:00,LITTLE,2,Woodridge,DRUMLINE CYCLONE,3,0.99,14.99,G,True
12173,2005-08-18 01:08:34,2005-08-24 20:52:34,MITCHELL,1,Lethbridge,NETWORK PEAK,5,2.99,23.99,PG-13,True
12174,2005-08-18 01:08:53,2005-08-20 03:28:53,MYERS,2,Woodridge,FISH OPUS,4,2.99,22.99,R,True
12175,2005-08-18 01:10:17,2005-08-19 05:25:17,SPEAR,1,Lethbridge,YENTL IDAHO,5,4.99,11.99,R,True
12176,2005-08-18 01:10:33,2005-08-24 02:45:33,PEARSON,2,Woodridge,STING PERSONAL,3,4.99,9.99,NC-17,True
12177,2005-08-18 01:15:47,2005-08-24 23:23:47,ALLARD,2,Woodridge,CAMPUS REMEMBER,5,2.99,27.99,R,True
12178,2005-08-18 01:17:32,2005-08-25 19:32:32,GRAVES,2,Woodridge,DRIVER ANNIE,4,2.99,11.99,PG-13,True
12179,2005-08-18 01:21:21,2005-08-19 00:59:21,HANSEN,2,Woodridge,FOREVER CANDIDATE,7,2.99,28.99,NC-17,True
12180,2005-08-18 01:28:15,2005-08-20 20:52:15,ROBINSON,1,Lethbridge,JUNGLE CLOSER,6,0.99,11.99,NC-17,True
12181,2005-08-18 01:28:18,2005-08-23 21:17:18,HENDERSON,1,Lethbridge,CANDLES GRAPES,6,4.99,15.99,NC-17,True
12182,2005-08-18 01:30:19,2005-08-21 05:52:19,LOMBARDI,2,Woodridge,BERETS AGENT,5,2.99,24.99,PG-13,True
12183,2005-08-18 01:34:13,2005-08-24 04:38:13,BILLINGSLEY,2,Woodridge,POTLUCK MIXED,3,2.99,10.99,G,True
12184,2005-08-18 01:36:00,2005-08-21 01:59:00,STEWART,1,Lethbridge,GRAPES FURY,4,0.99,20.99,G,True
12185,2005-08-18 01:40:14,2005-08-25 05:04:14,OCAMPO,2,Woodridge,FROST HEAD,5,0.99,13.99,PG,True
12186,2005-08-18 01:43:36,2005-08-23 07:13:36,RINEHART,2,Woodridge,EXPENDABLE STALLION,3,0.99,14.99,PG,True
12187,2005-08-18 01:45:50,2005-08-22 20:12:50,GONZALEZ,1,Lethbridge,ROCKETEER MOTHER,3,0.99,27.99,PG-13,True
12188,2005-08-18 01:51:43,2005-08-18 22:23:43,RICKETTS,2,Woodridge,PANTHER REDS,5,4.99,20.99,NC-17,True
12189,2005-08-18 01:51:44,2005-08-26 01:01:44,WHITING,2,Woodridge,GRIT CLOCKWORK,3,0.99,21.99,PG,True
12190,2005-08-18 01:54:44,2005-08-27 04:32:44,YOUNG,2,Woodridge,LOVERBOY ATTACKS,7,0.99,20.99,PG-13,True
12191,2005-08-18 01:57:11,2005-08-22 22:53:11,CURLEY,1,Lethbridge,MOCKINGBIRD HOLLYWOOD,4,0.99,27.99,PG,True
12192,2005-08-18 02:01:40,2005-08-21 05:45:40,CURTIS,2,Woodridge,SADDLE ANTITRUST,7,2.99,10.99,PG-13,True
12193,2005-08-18 02:03:59,2005-08-25 05:32:59,CHAMBERS,2,Woodridge,DOOM DANCING,4,0.99,20.99,R,True
12194,2005-08-18 02:04:47,2005-08-25 20:45:47,EGGLESTON,1,Lethbridge,BENEATH RUSH,6,0.99,27.99,NC-17,True
12195,2005-08-18 02:07:49,2005-08-19 23:54:49,SALISBURY,1,Lethbridge,DARKNESS WAR,6,2.99,24.99,NC-17,True
12196,2005-08-18 02:08:48,2005-08-26 00:39:48,OWENS,2,Woodridge,VARSITY TRIP,7,2.99,14.99,NC-17,True
12197,2005-08-18 02:08:58,2005-08-26 21:54:58,PFEIFFER,2,Woodridge,SLEEPY JAPANESE,4,2.99,25.99,PG,True
12198,2005-08-18 02:09:20,2005-08-21 21:28:20,LONG,1,Lethbridge,GIANT TROOPERS,5,2.99,10.99,R,True
12199,2005-08-18 02:09:23,2005-08-22 20:33:23,ALEXANDER,2,Woodridge,BRANNIGAN SUNRISE,4,4.99,27.99,PG,True
12200,2005-08-18 02:12:33,2005-08-18 20:47:33,SANCHEZ,1,Lethbridge,CORE SUIT,3,2.99,24.99,PG-13,True
12201,2005-08-18 02:14:06,2005-08-23 04:44:06,ASHER,2,Woodridge,SLEEPING SUSPECTS,7,4.99,13.99,PG-13,True
12202,2005-08-18 02:14:08,2005-08-24 04:35:08,PREWITT,1,Lethbridge,CHOCOLAT HARRY,5,0.99,16.99,NC-17,True
12203,2005-08-18 02:18:52,2005-08-22 21:01:52,ARSENAULT,1,Lethbridge,TYCOON GATHERING,3,4.99,17.99,G,True
12204,2005-08-18 02:20:35,2005-08-26 01:27:35,OGLESBY,1,Lethbridge,BEVERLY OUTLAW,3,2.99,21.99,R,True
12205,2005-08-18 02:21:08,2005-08-27 00:08:08,NEUMANN,1,Lethbridge,COMFORTS RUSH,3,2.99,19.99,NC-17,True
12206,2005-08-18 02:22:20,2005-08-23 05:36:20,SILVA,1,Lethbridge,REEF SALUTE,5,0.99,26.99,PG-13,True
12207,2005-08-18 02:24:07,2005-08-22 07:53:07,TERRY,1,Woodridge,SONG HEDWIG,3,0.99,29.99,PG-13,True
12208,2005-08-18 02:25:25,2005-08-20 04:53:25,BARBEE,1,Lethbridge,HUSTLER PARTY,3,4.99,22.99,NC-17,True
12209,2005-08-18 02:27:20,2005-08-21 00:41:20,BURKE,2,Woodridge,BED HIGHBALL,5,2.99,23.99,NC-17,True
12210,2005-08-18 02:27:29,2005-08-20 23:32:29,BISHOP,1,Lethbridge,PAYCHECK WAIT,4,4.99,27.99,PG-13,True
12211,2005-08-18 02:31:18,2005-08-26 02:36:18,MARTINEZ,2,Woodridge,FLINTSTONES HAPPINESS,3,4.99,20.99,PG-13,True
12212,2005-08-18 02:33:29,2005-08-25 07:10:29,AQUINO,1,Lethbridge,STRAIGHT HOURS,3,0.99,19.99,R,True
12213,2005-08-18 02:33:55,2005-08-24 03:14:55,ROSE,2,Woodridge,TERMINATOR CLUB,5,4.99,11.99,R,True
12214,2005-08-18 02:34:22,2005-08-21 07:48:22,JACOBS,1,Lethbridge,IMPACT ALADDIN,6,0.99,20.99,PG-13,True
12215,2005-08-18 02:35:39,2005-08-24 00:36:39,PARKER,1,Lethbridge,TITANIC BOONDOCK,3,4.99,18.99,R,True
12216,2005-08-18 02:37:07,2005-08-19 02:09:07,HICKS,1,Lethbridge,TOWERS HURRICANE,7,0.99,14.99,NC-17,True
12217,2005-08-18 02:44:44,2005-08-24 03:27:44,SULLIVAN,1,Lethbridge,MARS ROMAN,6,0.99,21.99,NC-17,True
12218,2005-08-18 02:48:14,2005-08-21 01:52:14,RAMIREZ,2,Woodridge,HOLES BRANNIGAN,7,4.99,20.99,PG,True
12219,2005-08-18 02:49:54,2005-08-23 07:52:54,NEAL,1,Lethbridge,JET NEIGHBORS,7,4.99,14.99,R,True
12220,2005-08-18 02:50:02,2005-08-22 00:20:02,ASHCRAFT,1,Lethbridge,DEEP CRUSADE,6,4.99,20.99,PG-13,True
12221,2005-08-18 02:50:51,2005-08-27 06:22:51,GRIFFIN,2,Woodridge,MADNESS ATTACKS,4,0.99,20.99,PG-13,True
12222,2006-02-14 15:16:03,2005-08-01 19:45:29,RODRIGUEZ,2,Woodridge,SUIT WALLS,3,4.99,20.99,R,False
12223,2005-08-18 02:58:40,2005-08-23 23:30:40,SCHRADER,1,Lethbridge,TOWN ARK,6,2.99,17.99,R,True
12224,2005-08-18 02:59:09,2005-08-19 06:22:09,MACKENZIE,2,Woodridge,GUN BONNIE,7,0.99,27.99,G,True
12225,2005-08-18 03:00:11,2005-08-24 05:01:11,KOWALSKI,1,Lethbridge,HEARTBREAKERS BRIGHT,3,4.99,9.99,G,True
12226,2005-08-18 03:00:48,2005-08-25 00:43:48,FULLER,2,Woodridge,CHRISTMAS MOONSHINE,7,0.99,21.99,NC-17,True
12227,2005-08-18 03:04:28,2005-08-21 08:52:28,ARSENAULT,2,Woodridge,SLACKER LIAISONS,7,4.99,20.99,R,True
12228,2005-08-18 03:08:10,2005-08-20 02:48:10,MOORE,1,Lethbridge,MUSCLE BRIGHT,7,2.99,23.99,G,True
12229,2005-08-18 03:08:23,2005-08-22 03:42:23,BARKLEY,2,Woodridge,DRACULA CRYSTAL,7,0.99,26.99,G,True
12230,2005-08-18 03:11:04,2005-08-27 04:06:04,JACOBS,2,Woodridge,HIGH ENCINO,3,2.99,23.99,R,True
12231,2005-08-18 03:11:44,2005-08-24 03:26:44,JACOBS,2,Woodridge,DOWNHILL ENOUGH,3,0.99,19.99,G,True
12232,2005-08-18 03:14:14,2005-08-19 05:44:14,PATTERSON,2,Woodridge,LION UNCUT,6,0.99,20.99,PG,True
12233,2005-08-18 03:16:54,2005-08-22 04:48:54,ELROD,1,Lethbridge,ARMAGEDDON LOST,5,0.99,10.99,G,True
12234,2005-08-18 03:17:33,2005-08-25 04:44:33,CROUSE,2,Woodridge,STAGE WORLD,4,2.99,19.99,PG,True
12235,2005-08-18 03:17:50,2005-08-20 02:49:50,GUNDERSON,1,Lethbridge,DATE SPEED,4,0.99,19.99,R,True
12236,2005-08-18 03:19:29,2005-08-23 07:39:29,GILLETTE,1,Lethbridge,DYING MAKER,5,4.99,28.99,PG-13,True
12237,2005-08-18 03:24:38,2005-08-25 09:05:38,BOUDREAU,1,Lethbridge,WEEKEND PERSONAL,5,2.99,26.99,R,True
12238,2005-08-18 03:25:08,2005-08-20 02:41:08,CAMPBELL,1,Lethbridge,TELEMARK HEARTBREAKERS,6,2.99,9.99,PG-13,True
12239,2005-08-18 03:26:42,2005-08-24 23:48:42,SANDERS,1,Lethbridge,HOLOCAUST HIGHBALL,6,0.99,12.99,R,True
12240,2005-08-18 03:27:11,2005-08-26 04:34:11,KING,2,Woodridge,DRUMS DYNAMITE,6,0.99,11.99,PG,True
12241,2005-08-18 03:33:17,2005-08-21 03:13:17,BOWMAN,1,Woodridge,EMPIRE MALKOVICH,7,0.99,26.99,G,True
12242,2005-08-18 03:37:31,2005-08-25 06:50:31,GOMEZ,1,Lethbridge,IMPACT ALADDIN,6,0.99,20.99,PG-13,True
12243,2005-08-18 03:38:54,2005-08-27 06:56:54,NGO,2,Woodridge,HANKY OCTOBER,5,2.99,26.99,NC-17,True
12244,2005-08-18 03:39:11,2005-08-21 02:57:11,BARFIELD,1,Lethbridge,WHALE BIKINI,4,4.99,11.99,PG-13,True
12245,2005-08-18 03:46:40,2005-08-24 22:27:40,MCCARTER,2,Woodridge,OZ LIAISONS,4,2.99,20.99,R,True
12246,2005-08-18 03:48:41,2005-08-25 05:12:41,FLEMING,2,Woodridge,PULP BEVERLY,4,2.99,12.99,G,True
12247,2005-08-18 03:51:51,2005-08-24 05:36:51,SILVA,2,Woodridge,JUGGLER HARDLY,4,0.99,14.99,PG-13,True
